5.875e-02  1.054e+00  
1.067e+00  6.534e-02  
7.343e-01  6.428e-01  
9.117e-01  3.434e-01  
3.575e-01  9.962e-01  
8.682e-01  5.297e-01  
5.780e-02  1.048e+00  
5.334e-01  8.358e-01  
1.019e+00  1.728e-01  
1.085e+00  9.328e-02  
6.815e-02  1.050e+00  
7.620e-01  5.857e-01  
8.861e-01  4.205e-01  
3.948e-01  9.397e-01  
6.097e-01  7.885e-01  
1.013e+00  2.519e-01  
1.936e-01  1.046e+00  
6.003e-02  1.048e+00  
8.955e-01  3.979e-01  
1.013e+00  1.891e-01  
4.775e-01  9.364e-01  
7.386e-01  6.192e-01  
6.911e-01  6.689e-01  
1.036e+00  1.185e-01  
8.207e-01  5.689e-01  
1.094e+00  9.017e-02  
3.900e-01  9.396e-01  
5.748e-02  1.054e+00  
5.682e-01  7.946e-01  
5.748e-02  1.054e+00  
9.203e-01  3.284e-01  
1.020e+00  2.353e-01  
2.371e-01  1.029e+00  
1.007e+00  2.774e-01  
1.057e+00  6.974e-02  
6.145e-02  1.052e+00  
4.235e-01  9.303e-01  
5.780e-02  1.048e+00  
6.003e-02  1.048e+00  
8.699e-01  4.669e-01  
5.601e-01  7.991e-01  
8.525e-01  5.336e-01  
5.389e-01  8.285e-01  
4.161e-01  9.316e-01  
2.244e-01  1.025e+00  
8.903e-01  3.824e-01  
7.781e-01  5.785e-01  
1.057e+00  6.974e-02  
7.233e-01  6.164e-01  
3.705e-01  9.677e-01  
7.126e-01  6.512e-01  
5.280e-01  8.588e-01  
5.748e-02  1.054e+00  
8.760e-01  4.334e-01  
6.319e-02  1.049e+00  
7.049e-01  6.445e-01  
8.849e-01  3.888e-01  
1.067e+00  6.534e-02  
1.936e-01  1.046e+00  
1.034e+00  1.246e-01  
1.014e+00  1.914e-01  
5.889e-01  7.827e-01  
1.019e+00  2.377e-01  
1.068e+00  3.555e-01  
2.303e-01  1.020e+00  
1.016e+00  2.097e-01  
6.183e-02  1.051e+00  
9.117e-01  3.434e-01  
7.126e-01  6.512e-01  
7.620e-01  6.053e-01  
1.025e+00  2.063e-01  
2.302e-01  1.020e+00  
8.861e-01  4.205e-01  
5.380e-01  8.248e-01  
7.049e-01  6.445e-01  
2.371e-01  1.029e+00  
6.269e-02  1.054e+00  
1.013e+00  2.567e-01  
8.573e-01  5.002e-01  
1.043e+00  8.848e-02  
8.605e-01  4.734e-01  
4.869e-01  9.362e-01  
5.889e-01  7.827e-01  
8.570e-01  5.211e-01  
5.917e-01  7.865e-01  
8.625e-01  4.745e-01  
2.257e-01  1.020e+00  
6.077e-02  1.054e+00  
5.396e-01  8.270e-01  
7.613e-01  5.890e-01  
3.900e-01  9.438e-01  
1.049e+00  1.122e-01  
1.059e+00  6.614e-02  
5.830e-02  1.057e+00  
1.074e+00  7.981e-02  
4.235e-01  9.303e-01  
6.914e-01  7.194e-01  
8.712e-01  4.131e-01  
4.386e-01  9.308e-01  
7.126e-01  6.512e-01  
5.875e-02  1.054e+00  
6.122e-02  1.049e+00  
7.684e-01  5.783e-01  
6.022e-02  1.048e+00  
8.889e-01  3.656e-01  
1.019e+00  1.769e-01  
5.748e-02  1.054e+00  
7.052e-01  6.613e-01  
8.955e-01  3.979e-01  
9.966e-01  2.953e-01  
5.894e-01  7.843e-01  
2.748e-01  1.029e+00  
4.529e-01  9.311e-01  
5.528e-01  8.058e-01  
4.398e-01  9.340e-01  
1.023e+00  1.537e-01  
2.308e-01  1.019e+00  
1.025e+00  2.063e-01  
6.022e-02  1.048e+00  
1.023e+00  1.537e-01  
1.059e+00  6.305e-02  
3.763e-01  9.965e-01  
1.043e+00  1.004e-01  
1.936e-01  1.046e+00  
8.905e-01  3.765e-01  
5.912e-02  1.054e+00  
1.034e+00  1.246e-01  
5.396e-01  8.270e-01  
1.089e+00  7.031e-02  
5.334e-01  8.358e-01  
1.043e+00  9.557e-02  
5.780e-02  1.048e+00  
2.292e-01  1.018e+00  
6.003e-02  1.048e+00  
1.094e+00  9.017e-02  
1.015e+00  1.639e-01  
1.094e+00  9.017e-02  
4.222e-01  9.303e-01  
1.232e+00  2.332e-01  
3.629e-01  1.009e+00  
6.085e-02  1.052e+00  
8.711e-01  4.186e-01  
8.861e-01  4.205e-01  
5.334e-01  8.358e-01  
5.917e-01  7.865e-01  
6.974e-01  6.720e-01  
3.563e-01  1.003e+00  
7.710e-01  5.868e-01  
6.319e-02  1.049e+00  
4.235e-01  9.303e-01  
5.334e-01  8.358e-01  
1.013e+00  2.567e-01  
5.894e-01  7.843e-01  
7.023e-01  6.561e-01  
4.398e-01  9.340e-01  
8.693e-01  4.492e-01  
2.257e-01  1.020e+00  
3.812e-01  9.481e-01  
7.620e-01  6.053e-01  
8.757e-01  4.172e-01  
8.866e-01  3.700e-01  
4.603e-01  9.324e-01  
8.625e-01  4.745e-01  
2.366e-01  1.020e+00  
7.404e-01  6.197e-01  
5.545e-01  8.036e-01  
5.528e-01  8.058e-01  
8.719e-01  5.166e-01  
1.072e+00  6.224e-02  
8.458e-01  5.576e-01  
7.386e-01  6.192e-01  
8.673e-01  4.630e-01  
6.025e-02  1.053e+00  
7.710e-01  5.788e-01  
6.396e-02  1.058e+00  
8.665e-01  4.510e-01  
5.830e-02  1.048e+00  
6.914e-01  7.194e-01  
5.925e-02  1.049e+00  
7.640e-01  5.943e-01  
8.903e-01  3.824e-01  
4.603e-01  9.324e-01  
6.883e-01  7.048e-01  
5.889e-01  7.827e-01  
1.019e+00  1.769e-01  
1.040e+00  1.158e-01  
3.899e-01  9.396e-01  
6.424e-01  7.840e-01  
7.705e-01  5.813e-01  
5.601e-01  7.991e-01  
7.404e-01  6.197e-01  
8.600e-01  5.104e-01  
7.386e-01  6.192e-01  
6.914e-01  7.194e-01  
1.063e+00  8.555e-02  
1.021e+00  1.664e-01  
5.220e-01  8.734e-01  
9.117e-01  3.434e-01  
5.724e-01  7.971e-01  
5.925e-02  1.049e+00  
8.595e-01  5.221e-01  
4.386e-01  9.308e-01  
7.049e-01  6.445e-01  
1.039e+00  1.146e-01  
4.529e-01  9.311e-01  
8.711e-01  4.186e-01  
8.757e-01  4.172e-01  
6.022e-02  1.048e+00  
1.020e+00  2.353e-01  
6.473e-02  1.054e+00  
1.059e+00  1.136e-01  
8.872e-01  3.788e-01  
8.955e-01  3.979e-01  
2.866e-01  1.038e+00  
7.049e-01  6.445e-01  
1.094e+00  1.118e-01  
9.675e-01  2.984e-01  
9.157e-01  3.473e-01  
1.068e+00  3.555e-01  
6.451e-02  1.050e+00  
3.638e-01  9.797e-01  
2.866e-01  1.038e+00  
5.953e-02  1.051e+00  
9.245e-01  3.283e-01  
1.085e+00  9.328e-02  
5.888e-02  1.055e+00  
2.512e-01  1.021e+00  
2.866e-01  1.038e+00  
4.603e-01  9.324e-01  
6.085e-02  1.052e+00  
1.031e+00  1.999e-01  
1.039e+00  1.146e-01  
5.748e-02  1.054e+00  
5.528e-01  8.058e-01  
9.299e-01  3.202e-01  
1.007e+00  2.774e-01  
5.396e-01  8.270e-01  
6.815e-02  1.050e+00  
6.064e-02  1.054e+00  
8.796e-01  4.023e-01  
6.286e-02  1.060e+00  
6.451e-02  1.050e+00  
1.039e+00  1.146e-01  
2.866e-01  1.038e+00  
1.019e+00  1.728e-01  
1.085e+00  7.260e-02  
3.812e-01  9.481e-01  
1.041e+00  1.056e-01  
3.948e-01  9.397e-01  
6.159e-02  1.058e+00  
1.019e+00  1.769e-01  
1.037e+00  1.621e-01  
6.623e-02  1.055e+00  
1.025e+00  2.063e-01  
1.056e+00  1.062e-01  
1.059e+00  6.614e-02  
1.072e+00  6.224e-02  
1.056e+00  1.062e-01  
4.222e-01  9.303e-01  
1.106e+00  1.059e-01  
9.056e-01  3.547e-01  
1.047e+00  2.995e-01  
1.013e+00  1.891e-01  
6.139e-02  1.053e+00  
6.932e-01  6.503e-01  
1.022e+00  1.629e-01  
1.021e+00  1.664e-01  
1.232e+00  2.332e-01  
5.748e-02  1.054e+00  
4.171e-01  9.306e-01  
5.953e-02  1.051e+00  
4.398e-01  9.340e-01  
7.126e-01  6.512e-01  
5.220e-01  8.734e-01  
5.361e-01  8.399e-01  
1.019e+00  2.377e-01  
6.178e-02  1.051e+00  
2.382e-01  1.020e+00  
9.056e-01  3.547e-01  
6.286e-02  1.060e+00  
6.022e-02  1.048e+00  
4.212e-01  9.497e-01  
8.869e-01  3.992e-01  
9.192e-01  3.435e-01  
3.638e-01  9.797e-01  
5.792e-02  1.053e+00  
1.042e+00  1.097e-01  
6.022e-02  1.048e+00  
6.172e-02  1.052e+00  
2.308e-01  1.019e+00  
8.625e-01  4.745e-01  
7.701e-01  5.856e-01  
5.887e-02  1.048e+00  
8.869e-01  3.992e-01  
8.699e-01  4.669e-01  
6.230e-01  7.787e-01  
7.126e-01  6.512e-01  
4.014e-01  9.363e-01  
8.693e-01  4.492e-01  
7.000e-01  6.992e-01  
5.875e-02  1.054e+00  
5.892e-01  7.828e-01  
8.905e-01  3.765e-01  
7.701e-01  5.856e-01  
5.889e-01  7.827e-01  
7.677e-01  5.853e-01  
6.286e-02  1.060e+00  
6.097e-01  7.885e-01  
7.710e-01  5.868e-01  
6.969e-01  7.043e-01  
6.100e-02  1.051e+00  
3.899e-01  9.396e-01  
7.404e-01  6.197e-01  
1.007e+00  2.563e-01  
5.816e-02  1.048e+00  
7.386e-01  6.192e-01  
8.665e-01  4.510e-01  
8.693e-01  4.492e-01  
3.948e-01  9.397e-01  
8.595e-01  5.221e-01  
8.682e-01  5.297e-01  
8.679e-01  4.767e-01  
4.171e-01  9.306e-01  
1.047e+00  1.100e-01  
4.161e-01  9.316e-01  
2.189e-01  1.036e+00  
1.047e+00  1.100e-01  
9.117e-01  3.434e-01  
